run_id,condition,model,coop,mem,comm,initial_grass,neg_r,pos_r,fair_me,fair_oth,total_ticks,final_pool,final_herds,collapsed
20260518_213041_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,122,,nan/nan/nan,False
20260518_213042_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,6.0/6.0/5.0,False
20260518_213044_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,8.0/6.0/8.0,False
20260518_213102_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_213103_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213105_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213106_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213107_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_213124_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,122,0.0,0.0/0.0/0.0,True
20260518_213126_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213127_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213129_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,121,0.0,nan/nan/nan,True
20260518_213149_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,126,0.0,0.0/0.0/0.0,True
20260518_213150_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,121,0.0,0.0/0.0/0.0,True
20260518_213152_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213207_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213210_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213211_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,121,0.0,nan/nan/nan,True
20260518_213213_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213214_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,122,0.0,0.0/0.0/0.0,True
20260518_213237_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,99.3,12.0/17.0/12.0,False
20260518_213239_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,121,33.0,11.0/10.0/nan,False
20260518_213251_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213252_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,121,0.0,nan/nan/nan,True
20260518_213255_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213256_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213257_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213258_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213259_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213300_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,121,0.0,nan/nan/nan,True
20260518_213301_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213317_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,121,0.0,nan/nan/nan,True
20260518_213318_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213319_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213321_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,121,0.0,0.0/0.0/0.0,True
20260518_213335_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,123,1.0,0.0/nan/nan,False
20260518_213339_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,124,0.0,0.0/0.0/0.0,True
20260518_213340_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213343_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213344_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213345_baseline,baseline,rule-based,1,5,True,100,1,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213402_baseline,baseline,rule-based,1,5,True,100,1,0.75,0,1,131,0.0,0.0/0.0/0.0,True
20260518_213405_baseline,baseline,rule-based,1,5,True,100,1,0.75,0,1,127,0.0,0.0/0.0/0.0,True
20260518_213406_baseline,baseline,rule-based,1,5,True,100,1,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_213408_baseline,baseline,rule-based,1,5,True,100,1,0.75,0,1,122,0.0,0.0/0.0/0.0,True
20260518_213425_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214001_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214002_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214005_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214007_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214009_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214022_baseline,baseline,rule-based,1,5,True,100,0.1,1,0,1,121,,nan/nan/nan,False
20260518_214023_baseline,baseline,rule-based,1,5,True,100,0.1,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214026_baseline,baseline,rule-based,1,5,True,100,0.1,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214027_baseline,baseline,rule-based,1,5,True,100,0.1,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214037_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,121,3.0,nan/nan/nan,False
20260518_214038_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214041_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,121,,nan/nan/nan,False
20260518_214043_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,123,100.0,5.0/5.0/5.0,False
20260518_214044_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214045_baseline,baseline,rule-based,1,5,True,100,0.2,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214101_baseline,baseline,rule-based,1,5,True,100,0.3,1,0,1,121,100.0,4.0/4.0/4.0,False
20260518_214106_baseline,baseline,rule-based,1,5,True,100,0.3,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214107_baseline,baseline,rule-based,1,5,True,100,0.3,1,0,1,120,100.0,7.0/7.0/7.0,False
20260518_214123_baseline,baseline,rule-based,1,5,True,100,0.4,1,0,1,120,100.0,5.0/5.0/6.0,False
20260518_214125_baseline,baseline,rule-based,1,5,True,100,0.4,1,0,1,121,,nan/nan/nan,False
20260518_214146_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,6.0/5.0/5.0,False
20260518_214150_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,20.0,7.0/6.0/nan,False
20260518_214153_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,7.0/8.0/8.0,False
20260518_214212_baseline,baseline,rule-based,1,5,True,100,0.6,1,0,1,122,100.0,8.0/8.0/8.0,False
20260518_214214_baseline,baseline,rule-based,1,5,True,100,0.6,1,0,1,122,99.6,13.0/11.0/11.0,False
20260518_214215_baseline,baseline,rule-based,1,5,True,100,0.6,1,0,1,120,100.0,8.0/8.0/8.0,False
20260518_214216_baseline,baseline,rule-based,1,5,True,100,0.6,1,0,1,120,100.0,7.0/9.0/8.0,False
20260518_214217_baseline,baseline,rule-based,1,5,True,100,0.6,1,0,1,120,99.6,13.0/11.0/11.0,False
20260518_214233_baseline,baseline,rule-based,1,5,True,100,0.7,1,0,1,120,99.9,9.0/10.0/8.0,False
20260518_214235_baseline,baseline,rule-based,1,5,True,100,0.7,1,0,1,124,39.0,13.0/13.0/nan,False
20260518_214252_baseline,baseline,rule-based,1,5,True,100,0.8,1,0,1,120,99.8,10.0/10.0/10.0,False
20260518_214254_baseline,baseline,rule-based,1,5,True,100,0.8,1,0,1,121,20.0,nan/nan/nan,False
20260518_214256_baseline,baseline,rule-based,1,5,True,100,0.8,1,0,1,120,99.5,15.0/11.0/12.0,False
20260518_214314_baseline,baseline,rule-based,1,5,True,100,0.9,1,0,1,122,10.0,nan/nan/nan,False
20260518_214316_baseline,baseline,rule-based,1,5,True,100,0.9,1,0,1,121,6.0,nan/nan/nan,False
20260518_214330_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,130,0.0,0.0/0.0/0.0,True
20260518_214333_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,122,0.0,0.0/0.0/0.0,True
20260518_214349_baseline,baseline,rule-based,1,5,True,100,0,0,0,1,121,1.0,0.0/nan/nan,False
20260518_214352_baseline,baseline,rule-based,1,5,True,100,0,0,0,1,125,0.0,0.0/0.0/0.0,True
20260518_214408_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,123,100.0,8.0/8.0/8.0,False
20260518_214413_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,120,99.9,9.0/9.0/9.0,False
20260518_214424_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214427_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214428_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214430_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214432_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214442_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214443_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214445_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214446_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214448_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214449_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214450_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214501_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214504_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214507_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214509_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214523_baseline,baseline,rule-based,1,5,True,100,0.5,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_214526_baseline,baseline,rule-based,1,5,True,100,0.5,0,0,1,122,0.0,nan/nan/nan,True
20260518_214542_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,121,0.0,nan/nan/nan,True
20260518_214545_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,121,0.0,0.0/0.0/0.0,True
20260518_214547_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214548_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214604_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214605_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,130,0.0,0.0/0.0/0.0,True
20260518_214607_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,124,0.0,0.0/0.0/0.0,True
20260518_214625_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,122,17.0,nan/nan/nan,False
20260518_214626_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,120,98.3,19.0/17.0/16.0,False
20260518_214628_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,122,99.5,12.0/13.0/12.0,False
20260518_214642_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,42.0,14.0/14.0/nan,False
20260518_214645_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214659_baseline,baseline,rule-based,1,5,True,100,0,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214707_baseline,baseline,rule-based,1,5,True,100,0,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214722_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,124,24.0,8.0/8.0/nan,False
20260518_214724_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,120,99.9,9.0/9.0/9.0,False
20260518_214725_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,124,100.0,8.0/8.0/8.0,False
20260518_214727_baseline,baseline,rule-based,1,5,True,100,0,0.25,0,1,123,100.0,8.0/8.0/8.0,False
20260518_214738_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214741_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214744_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214746_baseline,baseline,rule-based,1,5,True,100,0,0.5,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214800_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214803_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214805_baseline,baseline,rule-based,1,5,True,100,0,0.75,0,1,120,100.0,4.0/4.0/4.0,False
20260518_214816_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214819_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214822_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214824_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_214839_baseline,baseline,rule-based,1,5,True,100,0.25,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_214842_baseline,baseline,rule-based,1,5,True,100,0.25,0,0,1,121,0.0,nan/nan/nan,True
20260518_214900_baseline,baseline,rule-based,1,5,True,100,0.25,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_214944_baseline,baseline,rule-based,1,5,True,100,0.25,0.75,0,1,120,100.0,5.0/5.0/5.0,False
20260518_214946_baseline,baseline,rule-based,1,5,True,100,0.25,0.75,0,1,120,100.0,5.0/5.0/5.0,False
20260518_215000_baseline,baseline,rule-based,1,5,True,100,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215003_baseline,baseline,rule-based,1,5,True,100,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215004_baseline,baseline,rule-based,1,5,True,100,0.25,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_215006_baseline,baseline,rule-based,1,5,True,100,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215020_baseline,baseline,rule-based,1,5,True,100,0.5,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215021_baseline,baseline,rule-based,1,5,True,100,0.5,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_215041_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215045_baseline,baseline,rule-based,1,5,True,100,0.5,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215103_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215107_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215109_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,124,0.0,0.0/0.0/0.0,True
20260518_215112_baseline,baseline,rule-based,1,5,True,100,0.5,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215132_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,121,21.0,7.0/7.0/nan,False
20260518_215135_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,120,98.3,17.0/20.0/15.0,False
20260518_215136_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,121,4.0,nan/nan/nan,False
20260518_215138_baseline,baseline,rule-based,1,5,True,100,0.5,0.75,0,1,122,100.0,6.0/6.0/6.0,False
20260518_215158_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,6.0/5.0/6.0,False
20260518_215200_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,123,99.8,9.0/9.0/11.0,False
20260518_215201_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_215202_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,122,100.0,4.0/4.0/4.0,False
20260518_215225_baseline,baseline,rule-based,1,5,True,100,0.75,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_215247_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,122,0.0,nan/nan/nan,True
20260518_215250_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215251_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215252_baseline,baseline,rule-based,1,5,True,100,0.75,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215313_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215314_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,123,0.0,nan/nan/nan,True
20260518_215316_baseline,baseline,rule-based,1,5,True,100,0.75,0.5,0,1,121,0.0,0.0/0.0/0.0,True
20260518_215336_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215338_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215339_baseline,baseline,rule-based,1,5,True,100,0.75,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215354_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,100.0,8.0/8.0/7.0,False
20260518_215357_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,121,5.0,nan/nan/nan,False
20260518_215400_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,99.4,13.0/13.0/13.0,False
20260518_215423_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,122,0.0,0.0/0.0/0.0,True
20260518_215424_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215426_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,121,0.0,0.0/0.0/0.0,True
20260518_215427_baseline,baseline,rule-based,1,5,True,100,1,0,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215446_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215447_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,121,,nan/nan/nan,False
20260518_215449_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,121,,nan/nan/nan,False
20260518_215450_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,121,0.0,nan/nan/nan,True
20260518_215451_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215452_baseline,baseline,rule-based,1,5,True,100,1,0.25,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215534_baseline,baseline,rule-based,1,5,True,100,1,0.75,0,1,120,0.0,0.0/0.0/0.0,True
20260518_215604_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,121,0.0,0.0/0.0/0.0,True
20260518_215620_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215623_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215624_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215625_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215626_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215627_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215644_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215647_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215649_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215650_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215651_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215710_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215715_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215731_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215734_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215735_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215736_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215737_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215738_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215739_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215754_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215757_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215758_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215759_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215800_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215801_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215816_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215819_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215820_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215822_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215823_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_215824_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
